col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145,col146,SOM_id
2,1,7,7,6,5,4,3,3,2,8,4,6,3,11,4,11,18,13,3,10,4,9,11,8,8,5,4,9,6,9,4,1,4,5,9,6,3,2,5,4,4,12,6,9,3,3,1,4,4,9,2,8,4,7,5,6,9,4,1,3,2,7,5,3,3,6,7,3,7,5,3,2,6,2,3,5,1,5,2,3,7,0,5,5,6,2,0,3,3,1,1,4,5,6,1,0,5,8,5,2,6,2,2,5,3,5,5,5,0,0,3,1,2,1,4,5,2,8,5,3,5,2,0,1,0,1,2,1,0,1,2,4,1,2,2,0,2,0,3,1,1,1,1,1,4,11
1,3,2,3,2,2,0,0,8,6,8,15,8,8,9,6,11,15,8,7,6,4,10,10,4,4,1,6,3,1,6,0,2,2,2,2,11,7,0,3,7,1,3,4,9,8,3,8,1,4,3,6,6,10,1,2,5,4,4,2,3,3,7,10,7,4,11,9,5,11,3,4,2,1,6,2,0,0,0,4,1,2,3,4,5,1,0,1,2,0,4,1,3,3,2,1,1,2,2,4,0,0,1,1,3,3,2,3,2,4,2,3,0,2,5,2,1,1,5,2,5,0,0,4,0,1,1,1,5,0,2,2,2,4,1,1,0,2,1,0,2,3,2,1,1,2,11
2,6,5,3,2,2,1,3,3,4,8,6,6,7,7,8,15,18,9,6,7,3,9,7,6,4,8,4,10,9,7,7,1,7,3,8,7,7,4,5,5,5,10,10,7,10,8,0,3,7,14,8,6,7,8,8,13,11,7,6,4,4,3,3,4,4,12,5,6,10,4,1,1,11,4,1,4,4,4,0,6,5,5,3,7,4,3,1,5,3,4,2,3,3,5,1,7,7,11,2,3,2,5,2,8,5,2,6,5,1,1,4,5,2,2,1,4,1,9,4,4,4,3,2,1,0,0,1,2,2,1,3,3,1,2,3,0,1,0,3,1,3,1,0,1,3,11
0,5,2,2,1,4,3,3,4,6,6,4,3,7,4,3,5,13,10,3,1,1,8,5,5,3,5,4,10,4,13,6,3,4,4,3,8,9,2,2,1,2,1,7,2,8,3,1,1,8,2,5,4,8,5,3,4,6,2,2,6,7,7,14,10,5,8,3,4,7,3,8,5,6,4,2,1,0,4,7,5,1,4,4,1,2,0,4,3,5,3,8,5,3,6,1,4,7,5,3,2,3,1,2,4,3,3,0,3,5,3,1,3,0,5,2,4,6,7,8,2,6,4,5,2,3,5,1,4,2,1,0,4,4,4,0,1,1,4,4,18,4,0,1,3,5,11
1,7,6,8,1,1,1,1,5,5,4,10,9,4,6,4,13,12,5,1,11,4,4,3,3,2,5,0,1,4,2,2,1,5,3,6,9,8,4,7,1,2,0,3,4,3,6,9,2,14,11,4,1,4,8,4,2,3,6,1,4,3,8,6,3,5,5,4,5,6,0,5,5,1,0,3,3,1,3,2,2,0,0,7,2,3,3,2,6,9,4,6,6,4,7,2,0,3,1,3,4,2,5,0,3,3,0,2,2,3,0,1,4,4,4,2,1,4,2,10,4,3,9,3,0,0,3,3,4,1,1,1,1,2,1,3,0,1,3,2,7,4,5,2,4,6,11
2,7,3,4,11,4,2,1,4,3,5,7,10,7,9,9,11,1,2,4,5,2,1,7,7,5,3,3,1,1,2,5,1,2,3,3,2,7,7,8,5,7,24,33,20,17,12,4,4,6,9,8,3,1,3,1,3,4,1,1,3,6,4,5,2,6,5,4,21,9,18,5,1,1,3,3,2,0,2,2,3,3,1,1,3,3,2,13,3,5,6,17,5,4,4,2,5,0,1,2,2,1,3,4,3,5,1,6,2,4,6,4,1,4,1,6,6,4,8,4,0,2,4,2,3,4,1,0,2,2,0,1,2,3,5,3,1,2,2,3,3,4,3,7,4,1,11
2,4,3,3,2,5,3,1,3,3,2,5,8,8,9,6,7,5,4,1,2,1,3,4,1,1,6,2,3,0,6,19,3,3,4,4,4,6,7,7,9,5,21,27,11,10,17,5,1,10,7,6,3,8,2,4,2,2,4,1,3,8,1,7,8,11,10,6,21,9,16,6,3,0,0,4,1,0,6,10,2,5,3,1,5,3,3,11,3,5,13,14,5,3,4,0,10,1,0,1,3,1,3,5,2,7,2,3,1,2,3,6,6,2,1,6,3,3,10,3,1,4,5,2,1,1,3,0,0,1,1,2,1,1,2,3,1,2,7,3,4,4,2,8,1,2,11
1,3,22,4,2,0,8,3,4,2,5,5,13,7,8,12,18,9,3,5,5,1,3,2,9,7,5,0,3,4,7,6,1,0,2,5,0,3,4,4,4,6,11,6,1,6,8,8,8,4,8,7,5,13,6,13,6,2,2,3,0,8,6,7,3,8,5,3,6,12,1,6,2,1,1,4,0,5,8,5,2,5,3,0,2,3,2,7,2,2,6,3,3,3,2,5,2,4,3,7,3,3,4,3,6,5,2,7,2,4,2,7,4,4,2,0,5,5,6,7,4,2,7,4,3,4,0,2,1,2,0,7,3,4,1,5,4,2,5,2,3,4,0,8,5,4,11
1,3,2,5,3,6,3,1,2,7,11,14,21,9,5,4,8,11,9,6,23,5,4,5,8,9,2,2,5,3,14,7,5,1,3,3,0,7,7,2,5,7,6,0,6,12,3,5,6,5,5,6,3,8,0,5,11,9,6,5,3,8,5,4,2,5,7,12,12,8,2,2,5,14,2,0,2,2,2,1,2,3,1,2,3,0,2,2,3,4,5,5,0,4,1,8,0,5,4,1,0,2,3,3,1,2,0,4,3,2,5,6,3,1,0,1,1,3,4,3,2,1,3,4,0,2,1,2,3,1,0,2,2,1,4,6,1,4,2,1,0,3,3,4,0,2,11
2,0,4,1,1,1,2,1,0,3,7,1,3,2,6,8,12,11,8,8,4,5,10,9,6,10,5,1,2,2,5,2,5,3,2,2,1,5,2,1,7,4,6,5,3,5,12,3,9,7,10,8,4,5,6,3,7,4,1,11,5,7,2,7,2,6,7,6,10,5,2,3,2,4,5,7,0,2,7,3,3,2,10,1,8,1,3,1,5,1,5,8,2,2,3,2,1,0,2,8,3,5,0,1,0,2,1,4,8,0,6,4,1,4,2,0,4,6,1,2,1,1,2,1,4,1,0,1,1,0,0,0,3,1,1,0,0,4,2,4,3,0,2,2,1,0,11
0,1,3,2,2,2,4,5,17,7,7,6,10,3,9,4,17,11,7,8,12,12,12,7,6,16,8,3,5,3,6,4,5,3,1,0,6,9,2,1,5,1,5,5,5,4,7,7,2,9,6,5,6,6,1,1,0,3,1,2,4,4,1,9,11,14,11,6,6,8,2,0,4,1,6,2,0,0,2,5,2,1,3,1,3,1,1,0,2,3,2,3,2,2,3,1,0,0,0,3,0,2,1,1,2,6,2,4,2,0,0,1,0,3,1,1,3,3,5,2,1,0,0,0,1,2,0,1,0,2,0,3,1,1,1,1,0,3,1,1,2,3,1,1,1,0,11
2,12,6,6,1,5,3,7,5,3,2,1,2,3,4,4,5,6,4,3,22,5,8,6,0,5,5,2,2,6,7,6,5,2,3,1,2,3,8,4,8,5,6,5,4,4,0,3,3,2,6,11,18,7,3,3,7,2,0,2,0,3,3,2,2,1,5,15,13,3,4,1,7,13,6,1,3,8,3,1,3,1,10,3,0,1,4,2,1,3,4,4,3,3,4,2,3,3,1,1,4,1,2,9,20,13,4,1,5,0,1,3,5,3,2,1,4,5,3,4,2,3,3,2,0,1,1,1,3,1,2,0,0,1,2,0,0,0,2,6,3,0,3,2,0,4,11
3,10,21,5,3,1,7,6,5,3,9,10,11,7,11,6,13,13,9,7,1,5,2,6,9,5,7,3,1,11,5,3,4,4,2,10,7,2,5,8,2,2,8,9,9,7,7,2,6,2,6,10,10,4,7,3,11,5,3,3,6,6,4,2,3,3,3,9,7,10,2,1,4,1,5,3,5,4,5,8,9,2,0,4,3,2,1,3,5,2,2,3,2,4,1,3,4,2,5,5,3,4,5,4,1,1,8,7,2,5,2,8,10,7,2,5,5,3,1,11,5,3,1,1,2,1,1,1,2,3,1,6,1,2,3,1,0,6,1,5,2,3,0,1,1,3,11
0,3,6,3,6,1,2,3,1,3,3,1,6,5,3,2,9,13,14,8,4,5,2,2,6,2,2,2,2,7,5,3,1,6,1,7,4,5,1,6,2,3,7,4,11,8,4,4,5,3,2,7,6,6,4,6,12,11,7,8,9,12,12,12,7,8,11,8,10,13,4,2,7,8,6,4,4,2,4,2,3,4,2,1,4,1,2,7,2,1,6,1,2,6,6,2,6,2,9,2,4,6,3,6,3,4,1,6,5,6,5,6,8,6,6,7,2,7,9,10,7,10,4,11,5,0,4,1,4,2,7,4,4,3,4,4,2,6,1,4,4,1,3,8,4,3,11
1,6,11,5,4,2,0,2,5,3,5,2,7,6,4,7,6,5,4,8,4,7,3,3,4,8,5,2,6,7,5,5,1,3,5,8,5,0,1,8,3,3,10,3,1,7,5,3,3,8,6,3,4,7,5,2,2,1,5,5,9,2,8,4,2,4,8,6,5,5,2,4,3,2,2,0,7,2,5,0,5,2,3,2,4,5,4,3,2,4,7,4,2,2,9,2,4,0,4,3,1,2,4,3,4,5,3,9,3,3,3,10,5,4,1,3,2,6,7,11,7,7,4,2,5,5,6,3,5,6,2,3,1,3,1,3,5,7,5,6,5,3,3,3,2,0,11
2,5,5,4,5,5,5,3,3,3,3,2,8,6,4,4,11,10,10,4,4,9,2,7,6,3,9,4,5,10,2,7,3,4,0,5,2,3,4,7,3,1,6,12,3,4,4,3,7,5,4,3,7,9,6,4,10,5,0,1,3,4,3,1,3,3,4,3,4,8,1,2,1,0,6,1,4,5,4,9,6,2,4,3,3,4,1,6,2,5,4,3,2,6,6,5,5,3,5,0,5,9,5,4,2,2,5,8,2,2,9,3,3,3,1,2,6,0,2,11,4,5,6,3,7,0,1,2,1,0,0,5,1,4,1,4,0,0,3,2,3,4,1,1,3,3,11
0,9,15,3,1,1,2,1,8,9,5,10,18,2,2,9,6,11,11,5,3,8,4,7,7,4,7,6,4,7,7,4,4,1,5,4,3,2,4,7,5,1,4,3,3,12,12,4,7,4,4,5,2,5,6,6,4,4,1,5,4,3,4,6,2,5,10,5,9,7,4,11,3,2,2,6,3,3,6,4,2,3,5,7,2,4,4,6,5,3,2,0,6,6,5,3,9,2,9,4,6,8,7,3,6,3,4,6,2,4,8,6,9,8,6,4,9,7,7,13,6,0,7,4,4,2,3,2,7,2,3,4,4,3,2,3,0,3,4,1,9,4,5,4,3,5,11
1,7,2,2,4,3,3,3,3,4,6,5,7,4,2,4,4,5,3,4,3,1,2,5,1,2,4,5,1,3,3,3,2,6,3,4,5,5,1,3,5,4,5,2,2,4,6,5,1,8,8,5,10,4,8,7,3,4,8,4,5,4,3,1,5,0,3,5,7,3,7,11,2,4,1,5,2,1,4,1,1,1,3,1,3,2,5,2,0,1,1,2,5,5,6,7,2,2,7,6,11,7,6,7,7,3,7,8,7,8,3,6,6,1,5,2,3,8,3,2,3,4,7,5,2,2,1,3,1,0,4,1,4,2,3,6,2,3,2,5,1,3,4,1,6,2,11
2,5,0,5,4,5,3,1,2,0,9,9,7,7,6,7,8,9,2,0,4,2,1,5,5,9,3,3,9,7,10,3,10,9,5,5,6,3,3,4,7,3,6,5,6,7,4,6,4,8,10,7,13,4,3,4,3,9,7,4,2,0,5,3,2,11,4,6,0,2,1,7,1,8,1,4,5,4,6,3,3,4,3,6,8,2,1,1,6,1,5,1,5,7,4,0,5,3,3,2,5,5,2,4,5,2,4,5,2,7,4,7,9,3,2,0,2,3,1,0,4,2,5,5,1,2,5,3,3,5,4,3,3,4,5,5,4,3,0,3,1,3,3,1,5,4,11
0,5,0,5,3,2,6,3,6,2,0,8,5,5,3,4,11,15,4,3,5,6,5,4,6,10,0,3,7,6,5,7,3,4,6,9,6,7,9,2,0,6,4,3,5,7,10,3,3,5,6,8,2,9,6,7,1,1,2,9,5,5,5,6,4,0,4,4,9,2,8,6,3,2,1,4,4,3,3,2,1,1,1,4,4,1,1,6,8,1,1,3,3,8,8,10,6,1,10,4,8,6,3,11,7,9,8,14,13,6,7,9,6,2,4,5,4,6,5,8,4,3,9,6,5,3,3,5,4,4,10,5,4,4,0,3,0,4,1,2,1,6,3,3,3,7,11
1,13,4,4,3,6,3,2,5,5,5,4,8,4,3,4,15,12,3,2,2,4,3,6,8,3,1,2,11,11,7,5,9,7,6,5,7,8,9,3,11,6,6,8,12,6,4,4,3,8,8,11,9,3,3,8,0,5,5,4,5,3,5,4,4,6,5,8,3,4,5,4,1,7,3,3,6,2,6,2,6,1,5,4,7,2,2,4,4,1,6,2,3,6,5,2,2,2,2,6,5,4,9,7,7,6,4,3,5,11,7,7,7,6,6,2,4,2,4,6,2,5,5,7,7,3,0,2,4,6,3,2,4,1,3,4,3,3,3,5,2,4,3,2,2,2,11
1,7,0,7,7,4,3,2,7,3,6,11,3,4,6,1,7,11,5,4,3,1,3,2,13,5,2,4,10,2,6,5,2,8,6,2,4,1,8,3,0,2,6,8,8,6,6,2,2,7,11,6,3,6,5,3,1,7,6,5,3,7,3,4,7,8,10,5,6,2,8,7,2,3,2,5,1,2,4,0,3,2,3,1,2,1,1,0,0,1,0,4,4,4,11,8,1,1,7,5,6,2,5,8,7,6,5,5,7,10,5,1,8,2,6,2,1,1,5,7,3,4,8,3,6,2,3,1,0,3,3,4,2,3,5,4,1,0,1,2,2,1,2,2,2,2,11
1,0,5,4,3,7,4,4,5,1,2,10,8,2,9,7,9,6,5,4,4,1,3,5,8,2,4,2,7,7,7,9,5,2,3,3,3,4,12,2,4,8,1,5,7,5,4,7,6,9,10,8,8,5,4,9,7,13,3,2,7,1,1,4,5,2,9,4,3,0,2,2,6,7,6,3,6,2,4,5,5,1,4,4,6,4,3,4,3,1,2,5,3,4,5,3,3,6,7,2,3,2,6,4,6,3,1,5,0,1,3,2,4,7,2,2,2,1,6,6,4,2,5,0,1,1,2,0,1,3,2,3,4,1,1,1,0,0,3,3,0,1,1,1,1,1,11
0,1,4,4,5,2,2,1,1,2,2,7,4,8,7,1,8,9,9,3,16,11,6,2,4,7,3,6,7,4,8,3,3,4,0,3,1,4,2,3,2,5,0,4,0,2,2,4,3,6,6,4,9,5,8,4,2,3,0,3,8,3,4,8,15,14,9,3,5,5,2,1,2,5,3,2,1,2,4,2,2,4,1,4,4,3,1,0,1,2,3,10,7,2,5,5,2,3,5,4,4,3,9,4,7,10,5,5,2,1,5,6,4,3,2,3,2,13,17,6,1,2,2,1,3,3,2,4,3,2,4,4,1,4,4,1,2,1,5,4,2,4,2,3,1,2,11
1,0,1,2,4,4,11,3,4,0,2,9,4,1,6,7,4,7,4,3,2,0,5,6,7,1,5,3,5,6,4,8,7,2,4,2,5,4,15,3,5,8,2,6,5,5,8,11,8,13,8,9,10,5,7,8,4,13,3,5,4,3,1,3,0,3,6,3,4,1,1,2,4,3,4,1,1,3,3,6,4,1,3,10,2,3,2,3,7,2,5,2,3,4,3,2,2,4,4,7,1,8,10,5,8,4,2,4,1,1,6,0,5,4,3,2,4,4,7,2,4,1,6,4,1,1,2,0,0,2,3,5,5,2,1,2,2,1,3,2,0,3,4,1,1,3,11
0,1,4,1,3,4,4,1,0,1,3,7,3,4,2,4,6,8,6,6,17,10,5,6,5,8,5,5,8,2,2,3,4,6,1,2,0,4,5,3,3,2,0,2,1,3,4,2,4,5,3,6,9,2,4,0,2,6,4,2,1,2,9,12,18,17,1,4,2,7,4,4,3,3,5,0,1,1,6,6,3,4,2,5,2,6,4,2,2,2,3,9,3,2,5,0,4,1,3,4,10,3,4,3,7,4,1,5,1,1,3,4,0,6,5,3,7,12,16,6,3,1,2,2,1,4,6,1,5,1,8,7,5,1,0,3,0,2,7,5,3,5,2,4,1,2,11
1,1,3,7,16,12,5,3,4,1,2,7,10,5,8,6,4,9,1,8,18,13,5,1,2,30,11,9,3,5,11,5,4,4,3,2,2,7,11,23,5,3,8,11,4,5,5,2,2,2,10,3,9,8,4,4,3,7,1,5,3,7,14,6,4,2,2,4,4,7,1,2,3,4,4,2,2,2,0,3,5,1,3,2,9,0,1,0,1,2,3,4,3,7,4,3,0,0,6,5,2,0,2,3,4,3,1,4,2,3,5,4,2,1,1,6,6,6,7,6,2,5,2,1,1,2,4,4,2,4,2,6,1,1,2,5,2,5,7,5,3,2,0,1,0,1,11
1,2,1,5,4,0,1,0,6,12,2,4,9,10,3,7,3,7,3,2,15,2,4,2,2,5,4,3,2,4,2,2,2,4,1,1,1,0,3,3,1,7,10,6,11,11,11,10,3,5,7,14,11,16,5,14,4,2,0,3,3,7,6,1,3,4,2,1,7,5,2,3,3,3,1,2,2,0,1,1,0,0,3,3,4,10,1,6,1,1,1,8,1,8,5,3,0,0,2,6,3,4,1,3,4,5,4,4,0,1,6,0,2,1,2,4,5,2,14,4,3,2,2,2,3,1,2,3,2,3,0,4,2,1,3,2,1,2,4,2,0,1,5,7,4,3,11
0,2,6,4,2,4,2,3,1,5,2,10,9,1,2,3,4,6,8,3,20,1,2,1,1,7,4,1,0,4,11,6,0,1,6,4,2,3,2,6,6,5,7,9,5,5,6,3,0,2,3,6,9,6,6,9,9,7,8,9,8,11,11,11,5,7,8,8,10,8,6,5,3,2,3,1,2,0,3,3,5,6,3,1,3,5,2,5,3,4,5,4,2,2,3,3,1,1,4,6,2,3,4,15,8,5,1,6,4,8,10,11,5,4,6,3,2,8,14,5,4,5,1,3,4,2,3,2,6,1,4,4,2,1,3,1,1,2,2,4,1,2,2,4,2,2,11
2,3,2,3,2,5,2,1,2,3,0,12,27,12,7,6,3,4,2,1,5,1,3,1,0,2,1,2,2,6,18,6,3,13,2,5,12,0,4,4,0,5,8,5,10,2,4,4,0,9,5,6,9,3,1,7,4,1,4,3,4,8,5,5,4,4,2,1,3,2,3,3,3,5,0,2,0,0,4,0,0,1,4,0,2,3,2,3,1,3,1,6,2,3,2,1,2,2,0,4,5,4,1,6,6,2,1,3,1,1,1,2,0,0,1,3,2,3,6,5,2,2,2,3,1,1,3,0,0,3,0,0,0,0,3,5,1,1,6,4,0,0,1,7,0,3,11
0,0,0,0,3,6,3,1,16,18,5,15,19,6,5,5,6,4,1,6,7,10,2,0,3,14,5,3,2,9,10,4,0,9,1,4,3,3,9,6,5,4,7,6,2,4,4,3,2,5,3,3,8,6,3,7,4,4,1,6,7,10,24,6,11,5,5,7,11,2,3,4,5,1,6,3,3,0,4,5,1,1,2,4,11,4,1,4,3,3,4,15,8,4,13,4,4,1,3,0,1,4,2,7,7,1,1,3,1,0,1,5,1,1,1,3,6,9,12,11,3,5,2,1,2,2,5,1,5,1,5,3,1,6,4,3,1,3,6,3,0,1,1,4,2,2,11
1,1,1,3,1,5,3,1,6,8,3,5,7,5,5,11,11,6,4,6,7,2,10,6,3,4,2,5,7,1,2,2,4,9,5,3,4,8,7,2,5,24,16,8,6,9,13,7,0,3,4,8,5,4,6,8,4,1,5,4,1,6,15,8,10,6,7,3,4,6,4,4,2,1,3,3,17,4,12,4,5,3,3,12,2,2,5,3,2,9,4,5,3,2,3,0,5,4,2,6,1,3,1,2,1,2,2,2,2,1,3,3,3,1,3,4,5,2,3,3,1,1,10,11,1,0,0,1,1,2,1,1,2,3,1,1,0,2,2,1,3,6,1,1,1,0,11
0,0,1,0,1,0,1,1,2,5,1,3,5,1,17,5,3,0,3,0,3,1,4,1,3,5,5,3,2,1,1,5,0,0,2,3,5,5,3,3,6,5,17,8,0,4,9,2,7,4,9,15,6,14,15,8,6,4,3,6,2,8,4,4,3,12,6,2,6,6,2,7,4,3,0,1,0,0,4,0,2,2,0,1,0,2,2,0,0,1,1,2,2,2,1,2,1,1,1,4,5,0,1,0,2,1,3,1,0,0,1,0,1,0,0,0,6,6,8,8,4,3,1,1,4,2,0,0,2,1,1,4,1,2,1,4,2,5,2,4,1,1,2,3,0,2,12
1,1,4,1,0,2,2,0,4,1,0,1,3,0,4,0,1,0,2,4,0,0,2,2,0,5,1,0,0,0,0,0,0,1,1,2,1,2,0,4,0,2,18,11,0,2,4,2,3,3,6,19,4,6,23,11,5,12,3,3,3,6,6,7,5,7,9,8,6,6,3,1,1,3,1,0,0,0,4,4,0,1,1,0,0,4,1,1,0,1,0,2,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,1,0,0,1,0,1,0,0,12
2,0,5,0,4,18,9,2,1,9,2,12,1,4,3,4,2,4,1,3,1,7,18,8,4,1,5,2,1,1,5,1,1,2,0,3,13,3,1,4,1,5,0,5,0,3,2,0,0,2,2,0,2,2,0,7,11,28,4,9,15,5,11,6,14,12,11,6,9,4,2,3,1,1,4,0,2,2,1,5,1,1,0,4,4,0,1,4,4,3,2,2,3,2,5,3,3,4,1,1,1,1,1,0,5,6,0,0,3,1,19,14,11,4,6,7,7,2,5,6,9,4,1,1,0,4,2,2,3,1,2,1,3,1,0,2,4,1,0,1,0,0,1,1,2,0,12
0,1,9,1,1,0,1,6,1,2,4,2,3,4,8,1,8,7,5,8,5,1,8,5,2,5,2,3,1,5,2,5,0,1,1,2,2,5,1,2,2,2,2,3,6,1,6,3,2,8,4,4,5,6,0,7,1,15,2,8,11,1,11,12,25,5,17,8,12,12,4,2,7,2,3,2,2,2,1,3,3,4,5,6,3,0,1,2,6,1,2,2,2,3,3,3,1,1,0,3,0,3,1,3,3,5,0,2,1,0,2,0,2,2,1,1,6,0,7,2,4,1,0,0,1,2,1,1,1,1,0,3,1,1,1,2,0,1,0,1,2,0,4,0,0,4,12
0,1,5,0,6,20,4,5,3,3,3,3,2,2,3,1,2,1,2,3,4,5,5,6,9,6,4,0,1,3,1,1,1,3,3,4,1,1,2,1,3,2,1,3,3,5,4,1,0,0,1,1,2,5,4,7,3,13,0,4,2,4,9,2,4,8,6,4,11,9,5,2,3,0,1,2,2,5,8,4,6,0,8,3,2,1,1,1,2,4,5,5,0,2,3,2,3,4,7,4,2,5,2,1,2,1,1,2,2,2,4,10,3,3,1,2,8,1,4,2,3,2,3,2,3,2,5,1,4,0,3,2,0,3,0,0,1,5,1,2,2,1,1,4,1,5,12
7,0,6,0,1,0,3,0,2,2,0,10,5,5,3,9,9,0,5,1,2,3,0,0,3,5,2,1,1,2,0,1,0,1,0,0,1,1,4,2,1,1,3,5,0,3,0,1,2,1,0,4,3,1,2,3,8,14,10,4,3,8,8,8,3,4,9,9,15,7,5,8,1,1,3,2,4,7,9,8,9,4,1,1,1,11,2,1,2,2,1,4,2,3,3,4,6,3,7,6,6,6,1,2,4,1,0,6,4,2,1,1,2,4,2,2,4,6,10,6,3,5,2,3,2,1,2,2,1,0,1,4,3,4,2,3,3,4,1,2,1,1,1,2,3,2,12
1,2,2,3,0,1,2,3,0,3,2,6,4,6,6,4,6,7,4,2,0,5,7,6,7,1,1,2,3,3,4,3,4,4,4,5,7,4,3,4,5,6,7,9,4,8,9,5,7,5,9,4,4,12,4,10,16,14,2,3,8,12,7,9,6,9,13,6,10,6,5,4,5,3,3,1,4,0,7,1,1,6,2,5,0,1,3,3,5,4,5,5,4,3,2,3,7,5,6,2,5,7,3,4,5,2,1,5,2,5,0,5,3,3,5,4,4,4,3,6,4,1,5,4,1,1,2,2,2,3,1,4,1,4,3,3,0,2,7,4,0,4,2,2,6,8,12
0,5,5,8,0,1,2,0,8,4,3,4,0,4,4,2,5,5,4,1,1,1,5,5,3,5,3,1,0,2,5,3,2,2,2,0,4,3,0,2,3,4,4,3,3,7,7,4,4,4,9,5,5,12,6,12,16,11,5,1,3,10,2,2,4,3,3,9,6,4,7,4,3,5,6,1,1,3,3,1,2,1,2,7,4,2,5,1,5,4,4,9,7,1,7,0,7,1,3,2,3,6,3,2,6,4,2,2,2,5,0,8,3,4,2,1,4,2,2,0,3,1,2,2,0,1,2,2,4,2,2,7,3,4,1,0,1,1,0,3,5,3,1,9,7,1,12
0,2,2,5,2,0,1,0,2,4,1,2,1,4,3,1,4,6,3,4,0,2,2,4,5,0,2,2,7,2,4,2,4,2,2,2,3,6,4,1,6,1,5,6,5,5,8,3,6,3,6,4,4,7,7,6,5,4,2,4,4,9,3,6,3,4,6,3,7,8,7,7,3,2,4,4,1,1,4,2,5,4,3,5,3,3,1,3,5,2,5,4,5,8,3,2,2,2,6,3,4,4,4,2,4,6,1,6,4,2,0,2,5,3,4,2,5,4,3,5,2,3,2,5,5,3,0,3,3,2,1,4,3,2,1,1,4,2,3,2,0,4,1,3,1,4,12
2,9,16,13,3,0,5,3,3,2,6,12,9,6,6,0,3,5,8,1,1,1,1,4,4,5,0,1,1,1,2,2,0,4,3,3,2,6,1,1,4,3,6,4,3,1,4,4,6,9,4,6,7,12,19,10,12,14,10,7,6,15,11,7,5,7,12,13,11,13,8,7,3,6,3,2,0,0,5,3,2,2,1,0,6,3,0,1,1,3,4,5,3,3,4,3,3,1,7,2,2,5,3,0,1,6,6,5,1,5,1,4,1,1,2,1,4,5,3,1,4,2,3,2,3,3,2,5,4,0,0,2,3,2,3,1,0,1,1,0,3,5,0,2,1,2,12
2,6,2,2,5,12,23,2,1,2,1,4,5,7,5,1,2,3,6,0,1,1,2,4,0,3,5,1,1,3,4,5,4,8,1,5,0,9,3,3,2,5,6,3,6,5,2,6,2,2,4,12,6,7,1,7,10,9,3,10,7,9,10,6,1,6,7,8,7,9,5,3,5,3,2,1,4,2,2,0,9,10,5,2,2,7,2,3,1,0,3,2,3,2,0,6,5,3,3,6,5,4,1,4,1,5,0,2,8,14,8,6,2,5,2,3,2,4,4,7,2,5,3,3,2,0,2,1,6,2,4,5,1,3,2,1,4,2,2,2,3,3,2,4,0,4,12
0,1,2,2,0,0,0,0,0,0,4,0,1,1,0,1,2,0,3,1,2,2,0,1,3,0,1,2,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,2,3,0,2,1,2,3,0,1,0,11,15,3,2,4,6,8,7,1,6,9,7,8,9,4,3,0,2,1,0,0,0,4,3,1,1,1,1,1,0,0,0,0,2,0,3,8,4,7,4,2,1,4,1,3,6,5,7,3,6,5,5,3,10,1,6,5,4,3,5,5,7,7,12,6,4,8,8,4,10,3,1,5,4,6,6,2,4,1,4,5,1,4,2,4,6,2,4,4,0,12
1,0,2,3,0,1,1,0,1,1,2,2,7,3,5,7,0,4,0,0,3,0,0,2,3,5,1,0,1,3,2,0,0,0,1,1,2,4,4,21,19,4,2,9,6,2,2,1,4,4,2,3,3,1,9,10,4,10,6,3,3,9,8,6,2,8,9,8,6,9,2,3,1,3,3,1,0,2,6,2,0,2,2,1,0,0,0,2,1,1,2,4,4,2,3,1,1,1,1,1,2,4,1,1,0,5,0,7,9,15,4,9,5,6,2,5,5,6,6,4,3,6,8,3,0,0,1,2,3,1,0,2,3,4,3,1,0,0,3,0,1,2,1,4,2,2,12
0,3,5,1,0,1,0,0,0,2,1,1,1,2,4,2,0,3,1,0,6,4,2,1,0,1,0,4,2,0,1,2,0,1,0,0,1,0,2,1,2,1,0,0,0,2,1,2,4,2,6,4,4,6,3,8,13,14,1,0,3,7,8,8,6,8,7,4,5,7,2,2,2,1,0,0,0,1,11,1,2,2,0,0,0,1,0,1,2,2,3,2,3,0,1,0,3,1,2,0,2,3,4,2,1,2,0,4,0,4,0,4,2,2,2,4,4,2,2,2,2,0,4,4,4,2,3,0,1,1,1,2,2,2,4,2,0,2,7,8,0,3,0,3,3,3,12
